,Tarih,Yil,Ay,Gun,ID,genel_renkli,genel_sb,dijital_islemler,toplam
6700,2025-09-25,2025,9,25,bkibar,0,2,0,2
6701,2025-09-25,2025,9,25,ogun,1,1,1,3
6702,2025-09-25,2025,9,25,aayhan,7,16,0,23
6703,2025-09-25,2025,9,25,mkarabiyik,0,2,1,3
6704,2025-09-25,2025,9,25,obali,1,7,0,8
6705,2025-09-25,2025,9,25,MMUTLU,0,1,0,1
6706,2025-09-25,2025,9,25,fimetin,6,0,0,6
6707,2025-09-25,2025,9,25,ntanriverdi,12,0,0,12
6708,2025-09-25,2025,9,25,sulger,0,2,0,2
6709,2025-09-25,2025,9,25,ggirgin,14,0,0,14
6710,2025-09-25,2025,9,25,fbalaban,24,0,0,24
6711,2025-09-25,2025,9,25,amasun,3,12,0,15
6712,2025-09-25,2025,9,25,dnoic,12,0,10,22
6713,2025-09-25,2025,9,25,kkaplan,1,1,0,2
6714,2025-09-25,2025,9,25,ebalaban,31,0,0,31
6715,2025-09-25,2025,9,25,eulsever,3,0,0,3
6716,2025-09-25,2025,9,25,cisahin,15,0,0,15
6717,2025-09-25,2025,9,25,tevirgen,5,4,7,16
6718,2025-09-25,2025,9,25,ayyilmaz,6,0,0,6
6719,2025-09-25,2025,9,25,gayilmaz,1,0,0,1
6720,2025-09-26,2025,9,26,amasun,0,23,0,23
6721,2025-09-26,2025,9,26,pstjbmetiner,0,6,0,6
6722,2025-09-26,2025,9,26,fbalaban,1,0,0,1
6723,2025-09-26,2025,9,26,adogan,0,4,2,6
6724,2025-09-26,2025,9,26,gakca,8,0,0,8
6725,2025-09-26,2025,9,26,udalyan,2,0,1,3
6726,2025-09-26,2025,9,26,hakand,3,0,0,3
6727,2025-09-26,2025,9,26,ierdil,3,9,0,12
6728,2025-09-26,2025,9,26,ekoksal,1,0,0,1
6729,2025-09-26,2025,9,26,mkarsiv,2,0,0,2
6730,2025-09-26,2025,9,26,hakdemir,0,1,0,1
6731,2025-09-26,2025,9,26,eozkan,1,2,0,3
6732,2025-09-26,2025,9,26,dcolor,0,55,0,55
6733,2025-09-26,2025,9,26,hbulut,2,0,0,2
6734,2025-09-26,2025,9,26,bfirat,28,0,0,28
6735,2025-09-26,2025,9,26,ebalaban,38,0,0,38
6736,2025-09-26,2025,9,26,stjegitim,0,0,1,1
6737,2025-09-26,2025,9,26,kcakir,16,0,0,16
6738,2025-09-26,2025,9,26,mertan,0,1,0,1
6739,2025-09-26,2025,9,26,gayilmaz,2,0,0,2
6740,2025-09-26,2025,9,26,akamera,0,2,0,2
6741,2025-09-26,2025,9,26,ogungor,2,2,0,4
6742,2025-09-26,2025,9,26,vgemici,1,0,0,1
6743,2025-09-26,2025,9,26,ntanriverdi,15,6,0,21
6744,2025-09-26,2025,9,26,aaksoy,1,0,0,1
6745,2025-09-26,2025,9,26,mkarabiyik,0,0,2,2
6746,2025-09-26,2025,9,26,obali,8,2,0,10
6747,2025-09-26,2025,9,26,MMUTLU,39,9,48,96
6748,2025-09-26,2025,9,26,ttlideri,0,6,0,6
6749,2025-09-26,2025,9,26,sucakir,1,0,0,1
6750,2025-09-26,2025,9,26,ggirgin,249,32,0,281
6751,2025-09-26,2025,9,26,ekaradavut,18,0,0,18
6752,2025-09-26,2025,9,26,ayyilmaz,2,0,0,2
6753,2025-09-26,2025,9,26,tevirgen,7,15,0,22
6754,2025-09-26,2025,9,26,eulsever,0,6,0,6
6755,2025-09-26,2025,9,26,fimetin,4,0,0,4
6756,2025-09-27,2025,9,27,dcolor,0,49,0,49
6757,2025-09-27,2025,9,27,hakdemir,0,3,0,3
6758,2025-09-27,2025,9,27,mkarsiv,3,0,0,3
6759,2025-09-27,2025,9,27,ebalaban,18,0,0,18
6760,2025-09-27,2025,9,27,asablon,18,0,0,18
6761,2025-09-27,2025,9,27,ierdil,0,8,0,8
6762,2025-09-28,2025,9,28,okelepe,1,0,0,1
6763,2025-09-28,2025,9,28,sapra,2,0,0,2
6764,2025-09-28,2025,9,28,mbayirli,19,0,0,19
6765,2025-09-28,2025,9,28,egonce,12,9,0,21
6766,2025-09-28,2025,9,28,dcolor,0,9,0,9
6767,2025-09-28,2025,9,28,ierdil,0,5,0,5
6768,2025-09-28,2025,9,28,fgulsever,5,26,0,31
6769,2025-09-28,2025,9,28,aapak,0,26,0,26
6770,2025-09-28,2025,9,28,mkarsiv,3,0,0,3
6771,2025-09-28,2025,9,28,gekim,0,90,0,90
6772,2025-09-28,2025,9,28,scabuker,0,0,6,6
6773,2025-09-28,2025,9,28,fbalaban,2,0,0,2
6774,2025-09-28,2025,9,28,dnoic,21,4,1,26
6775,2025-09-28,2025,9,28,aayhan,4,0,3,7
6776,2025-09-28,2025,9,28,nkorkmaz,19,0,0,19
6777,2025-09-28,2025,9,28,tcapkin,0,1,0,1
6778,2025-09-28,2025,9,28,abarkod,0,3,0,3
6779,2025-09-28,2025,9,28,iunlu,3,0,0,3
6780,2025-09-29,2025,9,29,baozturk,4,1,0,5
6781,2025-09-29,2025,9,29,BSOGUT,1,1,0,2
6782,2025-09-29,2025,9,29,hakand,1,0,0,1
6783,2025-09-29,2025,9,29,gakca,6,5,0,11
6784,2025-09-29,2025,9,29,aapak,12,28,0,40
6785,2025-09-29,2025,9,29,dayakta,2,0,0,2
6786,2025-09-29,2025,9,29,pstjbmetiner,0,2,0,2
6787,2025-09-29,2025,9,29,adogan,0,1,1,2
6788,2025-09-29,2025,9,29,udalyan,5,4,1,10
6789,2025-09-29,2025,9,29,ierdil,2,9,0,11
6790,2025-09-29,2025,9,29,fcolak,3,2,0,5
6791,2025-09-29,2025,9,29,eyuksel,11,2,0,13
6792,2025-09-29,2025,9,29,cyildiz,2,0,0,2
6793,2025-09-29,2025,9,29,sfirinci,12,4,0,16
6794,2025-09-29,2025,9,29,ddcozgu,1,0,0,1
6795,2025-09-29,2025,9,29,egonce,5,0,0,5
6796,2025-09-29,2025,9,29,hakdemir,3,30,0,33
6797,2025-09-29,2025,9,29,eozkan,2,0,0,2
6798,2025-09-29,2025,9,29,dcolor,0,35,0,35
6799,2025-09-29,2025,9,29,hbulut,2,0,0,2
6800,2025-09-29,2025,9,29,bfirat,8,0,0,8
6801,2025-09-29,2025,9,29,VBAYANER,0,2,0,2
6802,2025-09-29,2025,9,29,ytinmaz,4,0,0,4
6803,2025-09-29,2025,9,29,iunlu,2,0,0,2
6804,2025-09-29,2025,9,29,fgulsever,2,30,0,32
6805,2025-09-29,2025,9,29,fbalaban,1,0,0,1
6806,2025-09-29,2025,9,29,gekim,0,144,0,144
6807,2025-09-29,2025,9,29,akamera,0,2,0,2
6808,2025-09-29,2025,9,29,abarkod,0,5,0,5
6809,2025-09-29,2025,9,29,tcapkin,18,1,0,19
6810,2025-09-29,2025,9,29,ntanriverdi,2,2,0,4
6811,2025-09-29,2025,9,29,asablon,2,0,0,2
6812,2025-09-29,2025,9,29,nkorkmaz,40,0,0,40
6813,2025-09-29,2025,9,29,fbasak,4,0,0,4
6814,2025-09-29,2025,9,29,cer,0,4,0,4
6815,2025-09-29,2025,9,29,obali,1,1,0,2
6816,2025-09-29,2025,9,29,MMUTLU,34,3,0,37
6817,2025-09-29,2025,9,29,eatansay,6,1,0,7
6818,2025-09-29,2025,9,29,ggirgin,7,0,0,7
6819,2025-09-29,2025,9,29,mertan,0,1,0,1
6820,2025-09-29,2025,9,29,ayyilmaz,3,1,0,4
6821,2025-09-29,2025,9,29,tevirgen,16,12,0,28
6822,2025-09-29,2025,9,29,gayilmaz,4,0,0,4
6823,2025-09-29,2025,9,29,ogungor,2,0,0,2
6824,2025-09-29,2025,9,29,okanat,7,0,0,7
6825,2025-09-29,2025,9,29,klaboratuar,0,1,0,1
6826,2025-09-29,2025,9,29,ebalaban,17,0,0,17
6827,2025-09-29,2025,9,29,fimetin,22,6,0,28
6828,2025-09-29,2025,9,29,amasun,0,10,0,10
6829,2025-09-30,2025,9,30,ihasdemir,60,0,0,60
6830,2025-09-30,2025,9,30,aildeniz,1,1,0,2
6831,2025-09-30,2025,9,30,ierdil,0,5,0,5
6832,2025-09-30,2025,9,30,pstjbmetiner,0,2,0,2
6833,2025-09-30,2025,9,30,zyuksel,1,0,0,1
6834,2025-09-30,2025,9,30,BSOGUT,0,1,0,1
6835,2025-09-30,2025,9,30,fgulsever,1,7,0,8
6836,2025-09-30,2025,9,30,okelepe,1,0,0,1
6837,2025-09-30,2025,9,30,hakand,127,0,0,127
6838,2025-09-30,2025,9,30,bbugdayci,0,2,0,2
6839,2025-09-30,2025,9,30,gsapmaz,22,2,0,24
6840,2025-09-30,2025,9,30,aakyildiz,1,0,0,1
6841,2025-09-30,2025,9,30,bfirat,26,0,0,26
6842,2025-09-30,2025,9,30,mkarsiv,1,0,0,1
6843,2025-09-30,2025,9,30,ddcozgu,2,0,0,2
6844,2025-09-30,2025,9,30,egonce,22,46,0,68
6845,2025-09-30,2025,9,30,hakdemir,1,3,0,4
6846,2025-09-30,2025,9,30,sapra,14,1,0,15
6847,2025-09-30,2025,9,30,eozkan,4,10,0,14
6848,2025-09-30,2025,9,30,dcolor,0,65,0,65
6849,2025-09-30,2025,9,30,ersener,53,0,0,53
6850,2025-09-30,2025,9,30,hbulut,33,0,0,33
6851,2025-09-30,2025,9,30,akapucu,18,0,0,18
6852,2025-09-30,2025,9,30,VBAYANER,0,2,0,2
6853,2025-09-30,2025,9,30,mecigdem,3,2,0,5
6854,2025-09-30,2025,9,30,fcolak,2,0,0,2
6855,2025-09-30,2025,9,30,udalyan,1,1,0,2
6856,2025-09-30,2025,9,30,tcapkin,48,0,0,48
6857,2025-09-30,2025,9,30,dayakta,1,0,0,1
6858,2025-09-30,2025,9,30,abarkod,0,2,0,2
6859,2025-09-30,2025,9,30,aapak,0,35,0,35
6860,2025-09-30,2025,9,30,ntanriverdi,8,0,0,8
6861,2025-09-30,2025,9,30,bkibar,0,3,0,3
6862,2025-09-30,2025,9,30,nkorkmaz,68,0,0,68
6863,2025-09-30,2025,9,30,aayhan,7,0,0,7
6864,2025-09-30,2025,9,30,mkarabiyik,0,1,0,1
6865,2025-09-30,2025,9,30,obali,6,6,5,17
6866,2025-09-30,2025,9,30,fimetin,21,49,0,70
6867,2025-09-30,2025,9,30,ggirgin,30,5,1,36
6868,2025-09-30,2025,9,30,mertan,3,0,0,3
6869,2025-09-30,2025,9,30,ayyilmaz,1,4,0,5
6870,2025-09-30,2025,9,30,dustasi,10,0,0,10
6871,2025-09-30,2025,9,30,gayilmaz,1,4,0,5
6872,2025-09-30,2025,9,30,ubasdas,3,4,0,7
6873,2025-09-30,2025,9,30,gakca,3,5,0,8
6874,2025-09-30,2025,9,30,adogan,0,15,0,15
6875,2025-09-30,2025,9,30,tevirgen,8,15,2,25
6876,2025-09-30,2025,9,30,gekim,0,59,0,59
6877,2025-09-30,2025,9,30,saskin,12,0,0,12
6878,2025-09-30,2025,9,30,eanli,2,1,0,3
6879,2025-09-30,2025,9,30,amasun,0,2,0,2
6880,2025-09-30,2025,9,30,ebalaban,22,4,0,26
6881,2025-09-30,2025,9,30,dnoic,33,2,50,85
6882,2025-09-30,2025,9,30,ogungor,1,1,0,2
6883,2025-09-30,2025,9,30,scabuker,10,0,0,10
6884,2025-10-01,2025,10,1,kbtlideri,1,0,0,1
6885,2025-10-01,2025,10,1,ierdil,4,5,0,9
6886,2025-10-01,2025,10,1,itopcu,2,0,0,2
6887,2025-10-01,2025,10,1,fgulsever,0,27,0,27
6888,2025-10-01,2025,10,1,udalyan,1,0,1,2
6889,2025-10-01,2025,10,1,BSOGUT,0,0,24,24
6890,2025-10-01,2025,10,1,hakand,2,1,0,3
6891,2025-10-01,2025,10,1,mecigdem,1,2,0,3
6892,2025-10-01,2025,10,1,aildeniz,1,0,0,1
6893,2025-10-01,2025,10,1,cdonmez,2,0,0,2
6894,2025-10-01,2025,10,1,rkontrol,1,1,0,2
6895,2025-10-01,2025,10,1,eozkan,4,0,0,4
6896,2025-10-01,2025,10,1,fcolak,4,0,0,4
6897,2025-10-01,2025,10,1,mkarsiv,1,0,0,1
6898,2025-10-01,2025,10,1,egonce,4,4,0,8
6899,2025-10-01,2025,10,1,hbinay,38,0,0,38
6900,2025-10-01,2025,10,1,mmollaoglu,1,2,0,3
6901,2025-10-01,2025,10,1,dcolor,0,39,0,39
6902,2025-10-01,2025,10,1,ersener,3,0,0,3
6903,2025-10-01,2025,10,1,hbulut,5,0,0,5
6904,2025-10-01,2025,10,1,bfirat,14,0,0,14
6905,2025-10-01,2025,10,1,bunver,12,0,0,12
6906,2025-10-01,2025,10,1,aapak,0,17,0,17
6907,2025-10-01,2025,10,1,ihasdemir,3,0,3,6
6908,2025-10-01,2025,10,1,kdeda,3,1,0,4
6909,2025-10-01,2025,10,1,hakdemir,12,2,0,14
6910,2025-10-01,2025,10,1,adogan,16,0,0,16
6911,2025-10-01,2025,10,1,gakca,3,1,0,4
6912,2025-10-01,2025,10,1,akamera,2,4,0,6
6913,2025-10-01,2025,10,1,ttlideri,1,0,0,1
6914,2025-10-01,2025,10,1,vgemici,0,11,0,11
6915,2025-10-01,2025,10,1,ntanriverdi,13,0,0,13
6916,2025-10-01,2025,10,1,asablon,1,0,0,1
6917,2025-10-01,2025,10,1,fbasak,27,5,0,32
6918,2025-10-01,2025,10,1,aayhan,7,7,0,14
6919,2025-10-01,2025,10,1,mkarabiyik,0,7,0,7
6920,2025-10-01,2025,10,1,obali,5,6,0,11
6921,2025-10-01,2025,10,1,MMUTLU,1,1,0,2
6922,2025-10-01,2025,10,1,fimetin,2,225,0,227
6923,2025-10-01,2025,10,1,abarkod,0,3,0,3
6924,2025-10-01,2025,10,1,ggirgin,3,0,0,3
6925,2025-10-01,2025,10,1,mertan,2,1,0,3
6926,2025-10-01,2025,10,1,ayyilmaz,1,0,0,1
6927,2025-10-01,2025,10,1,tevirgen,2,2,16,20
6928,2025-10-01,2025,10,1,gayilmaz,4,0,0,4
6929,2025-10-01,2025,10,1,ogungor,2,1,0,3
6930,2025-10-01,2025,10,1,klaboratuar,0,1,0,1
6931,2025-10-01,2025,10,1,dnoic,18,0,3,21
6932,2025-10-01,2025,10,1,ebalaban,14,0,0,14
6933,2025-10-01,2025,10,1,gekim,0,103,0,103
6934,2025-10-01,2025,10,1,gkenarli,1,0,0,1
6935,2025-10-01,2025,10,1,sfirinci,3,4,0,7
6936,2025-10-02,2025,10,2,ierdil,0,6,0,6
6937,2025-10-02,2025,10,2,zyuksel,50,0,0,50
6938,2025-10-02,2025,10,2,itopcu,4,0,0,4
6939,2025-10-02,2025,10,2,mecigdem,1,1,0,2
6940,2025-10-02,2025,10,2,BSOGUT,0,12,0,12
6941,2025-10-02,2025,10,2,esaribuyuk,0,1,0,1
6942,2025-10-02,2025,10,2,aildeniz,4,0,0,4
6943,2025-10-02,2025,10,2,udalyan,11,4,18,33
6944,2025-10-02,2025,10,2,fgulsever,0,20,0,20
6945,2025-10-02,2025,10,2,ihasdemir,100,11,3,114
6946,2025-10-02,2025,10,2,herbilgin,26,0,0,26
6947,2025-10-02,2025,10,2,fcolak,3,0,0,3
6948,2025-10-02,2025,10,2,mkarsiv,9,3,0,12
6949,2025-10-02,2025,10,2,egonce,5,4,0,9
6950,2025-10-02,2025,10,2,hakdemir,6,1,0,7
6951,2025-10-02,2025,10,2,mmollaoglu,1,0,0,1
6952,2025-10-02,2025,10,2,akocak,0,21,0,21
6953,2025-10-02,2025,10,2,dcolor,0,51,0,51
6954,2025-10-02,2025,10,2,bfirat,20,0,0,20
6955,2025-10-02,2025,10,2,aapak,0,42,0,42
6956,2025-10-02,2025,10,2,VBAYANER,0,12,0,12
6957,2025-10-02,2025,10,2,stjegitim,24,42,0,66
6958,2025-10-02,2025,10,2,dayakta,8,0,0,8
6959,2025-10-02,2025,10,2,ebalaban,9,0,0,9
6960,2025-10-02,2025,10,2,bsakrak,11,0,0,11
6961,2025-10-02,2025,10,2,akamera,0,6,0,6
6962,2025-10-02,2025,10,2,abarkod,0,20,0,20
6963,2025-10-02,2025,10,2,edemirbas,2,9,0,11
6964,2025-10-02,2025,10,2,gakca,2,1,0,3
6965,2025-10-02,2025,10,2,asablon,12,0,0,12
6966,2025-10-02,2025,10,2,nkorkmaz,172,3,0,175
6967,2025-10-02,2025,10,2,cer,0,1,0,1
6968,2025-10-02,2025,10,2,aayhan,0,1,1,2
6969,2025-10-02,2025,10,2,mkarabiyik,0,4,0,4
6970,2025-10-02,2025,10,2,obali,7,5,0,12
6971,2025-10-02,2025,10,2,ntanriverdi,6,1,0,7
6972,2025-10-02,2025,10,2,fimetin,13,104,0,117
6973,2025-10-02,2025,10,2,MMUTLU,1,0,1,2
6974,2025-10-02,2025,10,2,gekim,0,77,0,77
6975,2025-10-02,2025,10,2,fbalaban,1,0,0,1
6976,2025-10-02,2025,10,2,amasun,0,16,0,16
6977,2025-10-02,2025,10,2,gbakanoglu,13,0,0,13
6978,2025-10-02,2025,10,2,ogungor,7,0,0,7
6979,2025-10-02,2025,10,2,ddtlideri,13,0,0,13
6980,2025-10-02,2025,10,2,tevirgen,3,20,0,23
6981,2025-10-02,2025,10,2,mertan,5,2,0,7
6982,2025-10-02,2025,10,2,dnoic,0,1,0,1
6983,2025-10-03,2025,10,3,cdonmez,4,5,0,9
6984,2025-10-03,2025,10,3,gakca,2,3,0,5
6985,2025-10-03,2025,10,3,udalyan,3,4,54,61
6986,2025-10-03,2025,10,3,mecigdem,0,2,0,2
6987,2025-10-03,2025,10,3,hakand,3,0,0,3
6988,2025-10-03,2025,10,3,carican,6,0,0,6
6989,2025-10-03,2025,10,3,bfirat,28,0,0,28
6990,2025-10-03,2025,10,3,stjegitim,0,0,9,9
6991,2025-10-03,2025,10,3,mkarsiv,13,5,0,18
6992,2025-10-03,2025,10,3,aerdogan,0,0,13,13
6993,2025-10-03,2025,10,3,hakdemir,0,2,0,2
6994,2025-10-03,2025,10,3,dcolor,0,44,0,44
6995,2025-10-03,2025,10,3,fyakut,4,0,0,4
6996,2025-10-03,2025,10,3,ierdil,7,7,0,14
6997,2025-10-03,2025,10,3,amasun,0,6,0,6
6998,2025-10-03,2025,10,3,ntanriverdi,110,10,0,120
6999,2025-10-03,2025,10,3,caozturk,0,2,0,2
7000,2025-10-03,2025,10,3,akamera,1,3,0,4
7001,2025-10-03,2025,10,3,gmasistan,0,0,5,5
7002,2025-10-03,2025,10,3,asablon,1,0,0,1
7003,2025-10-03,2025,10,3,mkarabiyik,0,21,0,21
7004,2025-10-03,2025,10,3,MMUTLU,2,0,0,2
7005,2025-10-03,2025,10,3,fimetin,0,197,0,197
7006,2025-10-03,2025,10,3,ebalaban,11,0,0,11
7007,2025-10-03,2025,10,3,ggirgin,27,7,6,40
7008,2025-10-03,2025,10,3,ayyilmaz,2,0,0,2
7009,2025-10-03,2025,10,3,tevirgen,12,11,25,48
7010,2025-10-03,2025,10,3,gayilmaz,1,0,0,1
7011,2025-10-03,2025,10,3,okanat,2,0,0,2
7012,2025-10-03,2025,10,3,dnoic,18,0,5,23
7013,2025-10-03,2025,10,3,gkenarli,0,2,0,2
7014,2025-10-04,2025,10,4,dcolor,0,49,0,49
7015,2025-10-04,2025,10,4,mkarsiv,8,0,0,8
7016,2025-10-04,2025,10,4,hakdemir,8,0,0,8
7017,2025-10-04,2025,10,4,ebalaban,7,0,0,7
7018,2025-10-04,2025,10,4,mecigdem,0,2,0,2
7019,2025-10-05,2025,10,5,ihasdemir,50,3,0,53
7020,2025-10-05,2025,10,5,ersener,2,0,15,17
7021,2025-10-05,2025,10,5,dcolor,0,5,0,5
7022,2025-10-05,2025,10,5,uunver,0,1,0,1
7023,2025-10-05,2025,10,5,egonce,6,5,0,11
7024,2025-10-05,2025,10,5,mkarsiv,1,0,0,1
7025,2025-10-05,2025,10,5,fcolak,3,0,0,3
7026,2025-10-05,2025,10,5,aakyildiz,2,0,0,2
7027,2025-10-05,2025,10,5,cyildiz,1,1,0,2
7028,2025-10-05,2025,10,5,ierdil,6,7,0,13
7029,2025-10-05,2025,10,5,aildeniz,7,0,0,7
7030,2025-10-05,2025,10,5,okelepe,2,0,0,2
7031,2025-10-05,2025,10,5,fgulsever,0,10,0,10
7032,2025-10-05,2025,10,5,aayhan,15,11,0,26
7033,2025-10-05,2025,10,5,dnoic,10,0,0,10
7034,2025-10-05,2025,10,5,ekaragoz,1,0,0,1
7035,2025-10-05,2025,10,5,fbalaban,19,0,0,19
7036,2025-10-05,2025,10,5,abarkod,0,1,0,1
7037,2025-10-05,2025,10,5,iunlu,6,1,0,7
7038,2025-10-05,2025,10,5,ubasdas,210,0,0,210
7039,2025-10-05,2025,10,5,aapak,0,42,1,43
7040,2025-10-05,2025,10,5,gekim,0,47,0,47
7041,2025-10-06,2025,10,6,pstjbmetiner,0,2,0,2
7042,2025-10-06,2025,10,6,hakand,2,1,0,3
7043,2025-10-06,2025,10,6,BSOGUT,0,0,1,1
7044,2025-10-06,2025,10,6,okelepe,3,0,0,3
7045,2025-10-06,2025,10,6,fgulsever,0,27,0,27
7046,2025-10-06,2025,10,6,mguder,33,0,0,33
7047,2025-10-06,2025,10,6,mecigdem,0,2,0,2
7048,2025-10-06,2025,10,6,VBAYANER,1,14,0,15
7049,2025-10-06,2025,10,6,zyuksel,155,0,0,155
7050,2025-10-06,2025,10,6,ierdil,0,5,0,5
7051,2025-10-06,2025,10,6,egonce,9,9,0,18
7052,2025-10-06,2025,10,6,aildeniz,1,1,0,2
7053,2025-10-06,2025,10,6,acelebi,3,0,0,3
7054,2025-10-06,2025,10,6,cyildiz,2,2,0,4
7055,2025-10-06,2025,10,6,mkarsiv,14,0,0,14
7056,2025-10-06,2025,10,6,hakdemir,3,0,0,3
7057,2025-10-06,2025,10,6,eozkan,3,0,0,3
7058,2025-10-06,2025,10,6,dcolor,1,44,0,45
7059,2025-10-06,2025,10,6,hbulut,42,0,0,42
7060,2025-10-06,2025,10,6,bfirat,7,0,0,7
7061,2025-10-06,2025,10,6,udalyan,0,1,1,2
7062,2025-10-06,2025,10,6,mguray,5,0,0,5
7063,2025-10-06,2025,10,6,aapak,12,6,0,18
7064,2025-10-06,2025,10,6,gayilmaz,8,0,0,8
7065,2025-10-06,2025,10,6,ubasdas,187,2,0,189
7066,2025-10-06,2025,10,6,dayakta,1,0,0,1
7067,2025-10-06,2025,10,6,akamera,16,10,0,26
7068,2025-10-06,2025,10,6,ngogce,25,0,2,27
7069,2025-10-06,2025,10,6,abarkod,0,2,0,2
7070,2025-10-06,2025,10,6,vgemici,1,0,0,1
7071,2025-10-06,2025,10,6,ntanriverdi,2,0,0,2
7072,2025-10-06,2025,10,6,fbasak,16,2,0,18
7073,2025-10-06,2025,10,6,cer,21,0,0,21
7074,2025-10-06,2025,10,6,makkus,2,0,0,2
7075,2025-10-06,2025,10,6,MMUTLU,0,2,0,2
7076,2025-10-06,2025,10,6,nkorkmaz,3,2,7,12
7077,2025-10-06,2025,10,6,ggirgin,37,4,11,52
7078,2025-10-06,2025,10,6,mertan,1,0,0,1
7079,2025-10-06,2025,10,6,tevirgen,48,14,1,63
7080,2025-10-06,2025,10,6,ogungor,3,2,0,5
7081,2025-10-06,2025,10,6,dnoic,3,0,0,3
7082,2025-10-06,2025,10,6,ebalaban,27,4,0,31
7083,2025-10-06,2025,10,6,amasun,4,19,0,23
7084,2025-10-06,2025,10,6,gekim,0,52,1,53
7085,2025-10-06,2025,10,6,adogan,1,8,0,9
7086,2025-10-06,2025,10,6,fimetin,16,152,0,168
7087,2025-10-06,2025,10,6,gakca,1,2,0,3
7088,2025-10-07,2025,10,7,gsapmaz,1,0,0,1
7089,2025-10-07,2025,10,7,fgulsever,1,32,0,33
7090,2025-10-07,2025,10,7,okelepe,5,69,0,74
7091,2025-10-07,2025,10,7,hakand,8,0,0,8
7092,2025-10-07,2025,10,7,gekim,0,122,0,122
7093,2025-10-07,2025,10,7,aapak,6,42,0,48
7094,2025-10-07,2025,10,7,gakca,2,0,0,2
7095,2025-10-07,2025,10,7,adogan,1,0,1,2
7096,2025-10-07,2025,10,7,zyuksel,7,0,0,7
7097,2025-10-07,2025,10,7,mecigdem,0,3,0,3
7098,2025-10-07,2025,10,7,pstjbmetiner,1,1,0,2
7099,2025-10-07,2025,10,7,VBAYANER,0,4,0,4
7100,2025-10-07,2025,10,7,ihasdemir,119,0,0,119
7101,2025-10-07,2025,10,7,mkarsiv,2,0,0,2
7102,2025-10-07,2025,10,7,egonce,29,11,0,40
7103,2025-10-07,2025,10,7,hakdemir,32,23,0,55
7104,2025-10-07,2025,10,7,BDEMIRAL,0,1,0,1
7105,2025-10-07,2025,10,7,dcolor,0,72,0,72
7106,2025-10-07,2025,10,7,ersener,0,0,4,4
7107,2025-10-07,2025,10,7,hbulut,0,1,0,1
7108,2025-10-07,2025,10,7,bfirat,55,0,0,55
7109,2025-10-07,2025,10,7,gbakanoglu,26,0,0,26
7110,2025-10-07,2025,10,7,ierdil,5,7,0,12
7111,2025-10-07,2025,10,7,amasun,0,32,0,32
7112,2025-10-07,2025,10,7,mkofis,0,3,0,3
7113,2025-10-07,2025,10,7,dnoic,3,0,53,56
7114,2025-10-07,2025,10,7,abarkod,0,23,0,23
7115,2025-10-07,2025,10,7,edemirbas,0,4,0,4
7116,2025-10-07,2025,10,7,vgemici,0,3,0,3
7117,2025-10-07,2025,10,7,ntanriverdi,3,2,0,5
7118,2025-10-07,2025,10,7,nkorkmaz,0,1,0,1
7119,2025-10-07,2025,10,7,fbasak,6,1,0,7
7120,2025-10-07,2025,10,7,cer,2,1,0,3
7121,2025-10-07,2025,10,7,aayhan,0,0,1,1
7122,2025-10-07,2025,10,7,ebalaban,14,0,0,14
7123,2025-10-07,2025,10,7,obali,1,1,0,2
7124,2025-10-07,2025,10,7,ngogce,12,0,0,12
7125,2025-10-07,2025,10,7,fimetin,6,136,0,142
7126,2025-10-07,2025,10,7,alofca,0,5,0,5
7127,2025-10-07,2025,10,7,ggirgin,1,2,13,16
7128,2025-10-07,2025,10,7,mertan,1,3,0,4
7129,2025-10-07,2025,10,7,ayyilmaz,1,0,0,1
7130,2025-10-07,2025,10,7,tevirgen,4,4,0,8
7131,2025-10-07,2025,10,7,eulsever,0,14,0,14
7132,2025-10-07,2025,10,7,gayilmaz,11,2,0,13
7133,2025-10-07,2025,10,7,ogungor,20,4,0,24
7134,2025-10-07,2025,10,7,okanat,1,0,0,1
7135,2025-10-07,2025,10,7,MMUTLU,4,1,4,9
7136,2025-10-08,2025,10,8,rkontrol,2,2,0,4
7137,2025-10-08,2025,10,8,ierdil,4,5,0,9
7138,2025-10-08,2025,10,8,pstjbmetiner,7,8,0,15
7139,2025-10-08,2025,10,8,udalyan,13,0,26,39
7140,2025-10-08,2025,10,8,fgulsever,0,26,0,26
7141,2025-10-08,2025,10,8,hakand,0,1,0,1
7142,2025-10-08,2025,10,8,mecigdem,0,4,0,4
7143,2025-10-08,2025,10,8,stjegitim,8,0,6,14
7144,2025-10-08,2025,10,8,itopcu,1,0,0,1
7145,2025-10-08,2025,10,8,fcolak,7,1,0,8
7146,2025-10-08,2025,10,8,gbalvan,8,4,0,12
7147,2025-10-08,2025,10,8,hakdemir,3,4,0,7
7148,2025-10-08,2025,10,8,hbinay,3,0,0,3
7149,2025-10-08,2025,10,8,eozkan,1,0,0,1
7150,2025-10-08,2025,10,8,dcolor,0,68,0,68
7151,2025-10-08,2025,10,8,ersener,3,0,7,10
7152,2025-10-08,2025,10,8,hbulut,13,1,0,14
7153,2025-10-08,2025,10,8,bfirat,40,6,0,46
7154,2025-10-08,2025,10,8,VBAYANER,0,8,0,8
7155,2025-10-08,2025,10,8,aapak,0,9,0,9
7156,2025-10-08,2025,10,8,egonce,9,2,0,11
