,Tarih,Yil,Ay,Gun,ID,genel_renkli,genel_sb,dijital_islemler,toplam
224,2025-03-01,2025,3,1,dcolor,0,4,0,4
225,2025-03-01,2025,3,1,hbinay,30,0,0,30
226,2025-03-01,2025,3,1,herbilgin,1,0,0,1
227,2025-03-01,2025,3,1,zyuksel,0,0,8,8
228,2025-03-01,2025,3,1,aayhan,5,7,1,13
229,2025-03-01,2025,3,1,udalyan,1,0,0,1
230,2025-03-02,2025,3,2,dcolor,1,0,0,1
231,2025-03-02,2025,3,2,mbayirli,10,1,0,11
232,2025-03-02,2025,3,2,egonce,23,14,0,37
233,2025-03-02,2025,3,2,mkarsiv,1,0,0,1
234,2025-03-02,2025,3,2,fcolak,14,0,0,14
235,2025-03-02,2025,3,2,bbugdayci,3,7,0,10
236,2025-03-02,2025,3,2,ebadem,6,0,0,6
237,2025-03-02,2025,3,2,ierdil,10,9,0,19
238,2025-03-02,2025,3,2,fgulsever,87,1,0,88
239,2025-03-02,2025,3,2,carican,1,6,0,7
240,2025-03-02,2025,3,2,aapak,12,1,0,13
241,2025-03-02,2025,3,2,ubasdas,5,0,0,5
242,2025-03-02,2025,3,2,gekim,0,160,0,160
243,2025-03-02,2025,3,2,dnoic,47,1,0,48
244,2025-03-02,2025,3,2,mkorucu,1,0,0,1
245,2025-03-02,2025,3,2,bsamuk,3,0,0,3
246,2025-03-02,2025,3,2,dustasi,10,0,0,10
247,2025-03-02,2025,3,2,abarkod,6,0,0,6
248,2025-03-02,2025,3,2,BSOGUT,2,0,0,2
249,2025-03-03,2025,3,3,aildeniz,4,1,0,5
250,2025-03-03,2025,3,3,ierdil,0,5,0,5
251,2025-03-03,2025,3,3,mguder,11,0,0,11
252,2025-03-03,2025,3,3,itopcu,1,0,0,1
253,2025-03-03,2025,3,3,fgulsever,7,7,0,14
254,2025-03-03,2025,3,3,udalyan,0,1,1,2
255,2025-03-03,2025,3,3,hakand,3,1,2,6
256,2025-03-03,2025,3,3,mecigdem,0,3,0,3
257,2025-03-03,2025,3,3,bbugdayci,19,1,18,38
258,2025-03-03,2025,3,3,aapak,0,79,0,79
259,2025-03-03,2025,3,3,dayakta,11,5,0,16
260,2025-03-03,2025,3,3,ubasdas,1,0,0,1
261,2025-03-03,2025,3,3,BSOGUT,0,4,0,4
262,2025-03-03,2025,3,3,stjegitim,5,1,1,7
263,2025-03-03,2025,3,3,hakdemir,7,2,0,9
264,2025-03-03,2025,3,3,egonce,17,0,0,17
265,2025-03-03,2025,3,3,herbilgin,17,0,0,17
266,2025-03-03,2025,3,3,mbayirli,13,0,0,13
267,2025-03-03,2025,3,3,hbinay,7,1,0,8
268,2025-03-03,2025,3,3,sapra,2,0,0,2
269,2025-03-03,2025,3,3,eozkan,7,0,0,7
270,2025-03-03,2025,3,3,dcolor,0,22,0,22
271,2025-03-03,2025,3,3,ekoksal,5,3,0,8
272,2025-03-03,2025,3,3,ersener,6,0,0,6
273,2025-03-03,2025,3,3,hbulut,19,1,0,20
274,2025-03-03,2025,3,3,bfirat,23,7,0,30
275,2025-03-03,2025,3,3,VBAYANER,0,24,0,24
276,2025-03-03,2025,3,3,gakca,4,3,0,7
277,2025-03-03,2025,3,3,fcolak,0,44,0,44
278,2025-03-03,2025,3,3,adogan,14,0,0,14
279,2025-03-03,2025,3,3,ihasdemir,7,0,0,7
280,2025-03-03,2025,3,3,bsakrak,25,0,0,25
281,2025-03-03,2025,3,3,akamera,44,5,0,49
282,2025-03-03,2025,3,3,abarkod,1,0,0,1
283,2025-03-03,2025,3,3,vgemici,1,0,0,1
284,2025-03-03,2025,3,3,tcapkin,0,1,0,1
285,2025-03-03,2025,3,3,ntanriverdi,0,30,0,30
286,2025-03-03,2025,3,3,asablon,1,0,0,1
287,2025-03-03,2025,3,3,cer,20,0,0,20
288,2025-03-03,2025,3,3,aayhan,0,0,3,4
289,2025-03-03,2025,3,3,mkarabiyik,0,18,0,18
290,2025-03-03,2025,3,3,obali,1,3,0,4
291,2025-03-03,2025,3,3,fimetin,0,1,0,1
292,2025-03-03,2025,3,3,gkenarli,6,3,0,9
293,2025-03-03,2025,3,3,ggirgin,61,17,0,78
294,2025-03-03,2025,3,3,ekaradavut,1,0,0,1
295,2025-03-03,2025,3,3,ngogce,52,40,4,96
296,2025-03-03,2025,3,3,saskin,21,0,0,21
297,2025-03-03,2025,3,3,gekim,0,139,0,139
298,2025-03-03,2025,3,3,gbakanoglu,10,10,0,20
299,2025-03-03,2025,3,3,aozbal,1,0,0,1
300,2025-03-03,2025,3,3,amasun,11,0,0,11
301,2025-03-03,2025,3,3,mertan,1,0,0,1
302,2025-03-03,2025,3,3,dnoic,7,0,0,7
303,2025-03-03,2025,3,3,ebalaban,22,0,0,22
304,2025-03-03,2025,3,3,ogungor,0,2,0,2
305,2025-03-03,2025,3,3,gayilmaz,10,0,0,10
306,2025-03-03,2025,3,3,stjncakirci,3,2,0,5
307,2025-03-03,2025,3,3,eulsever,0,10,0,10
308,2025-03-03,2025,3,3,tevirgen,20,1,0,21
309,2025-03-03,2025,3,3,ayyilmaz,3,0,0,3
310,2025-03-03,2025,3,3,oicoz,18,0,0,18
311,2025-03-04,2025,3,4,ierdil,7,0,0,7
312,2025-03-04,2025,3,4, modified by system 2025-04-29 10:29:20 4,38,3,0,41
313,2025-03-04,2025,3,4,zyuksel,0,0,2,2
314,2025-03-04,2025,3,4,gsapmaz,4,0,0,4
315,2025-03-04,2025,3,4,baozturk,2,0,0,2
316,2025-03-04,2025,3,4,udalyan,51,0,50,101
317,2025-03-04,2025,3,4,fgulsever,0,31,0,31
318,2025-03-04,2025,3,4,esaribuyuk,0,4,0,4
319,2025-03-04,2025,3,4,hakand,65,22,0,87
320,2025-03-04,2025,3,4,mecigdem,0,2,0,2
321,2025-03-04,2025,3,4,kbtlideri,1,0,0,1
322,2025-03-04,2025,3,4,itopcu,7,0,0,7
323,2025-03-04,2025,3,4,ebadem,2,1,0,3
324,2025-03-04,2025,3,4,eozkan,3,0,0,3
325,2025-03-04,2025,3,4,mkarsiv,1,0,0,1
326,2025-03-04,2025,3,4,egonce,13,6,0,19
327,2025-03-04,2025,3,4,mbayirli,0,11,0,11
328,2025-03-04,2025,3,4,hbinay,9,0,0,9
329,2025-03-04,2025,3,4,tcakan,1,0,0,1
330,2025-03-04,2025,3,4,hkaragoz,3,0,0,3
331,2025-03-04,2025,3,4,dcolor,0,27,0,27
332,2025-03-04,2025,3,4,ekoksal,0,2,0,2
333,2025-03-04,2025,3,4,ersener,2,6,0,8
334,2025-03-04,2025,3,4,hbulut,15,0,0,15
335,2025-03-04,2025,3,4,bfirat,2,0,0,2
336,2025-03-04,2025,3,4,bunver,3,0,0,3
337,2025-03-04,2025,3,4,aapak,0,39,0,39
338,2025-03-04,2025,3,4,stjegitim,2,0,1,3
339,2025-03-04,2025,3,4,dayakta,7,0,0,7
340,2025-03-04,2025,3,4,herbilgin,10,0,0,10
341,2025-03-04,2025,3,4,ESERT,16,0,0,16
342,2025-03-04,2025,3,4,gakca,4,3,0,7
343,2025-03-04,2025,3,4,akamera,156,2,0,158
344,2025-03-04,2025,3,4,ngogce,3,0,0,3
345,2025-03-04,2025,3,4,abarkod,1,0,0,1
346,2025-03-04,2025,3,4,ntanriverdi,0,19,0,19
347,2025-03-04,2025,3,4,gmasistan,6,0,1,7
348,2025-03-04,2025,3,4,fbasak,4,0,0,4
349,2025-03-04,2025,3,4,mkofis,2,0,0,2
350,2025-03-04,2025,3,4,obali,0,2,0,2
351,2025-03-04,2025,3,4,MMUTLU,4,5,0,9
352,2025-03-04,2025,3,4,fimetin,5,0,0,5
353,2025-03-04,2025,3,4,ggirgin,54,7,0,61
354,2025-03-04,2025,3,4,ekaradavut,2,0,0,2
355,2025-03-04,2025,3,4,tevirgen,0,5,15,20
356,2025-03-04,2025,3,4,vgemici,2,1,0,3
357,2025-03-04,2025,3,4,oasistan,41,22,0,63
358,2025-03-04,2025,3,4,eulsever,0,16,0,16
359,2025-03-04,2025,3,4,iunlu,1,0,0,1
360,2025-03-04,2025,3,4,gekim,0,99,0,99
361,2025-03-04,2025,3,4,bsakrak,2,0,0,2
362,2025-03-04,2025,3,4,eanli,0,3,0,3
363,2025-03-04,2025,3,4,amasun,77,0,0,77
364,2025-03-04,2025,3,4,SUYILMAZ,1,0,0,1
365,2025-03-04,2025,3,4,dnoic,5,0,0,5
366,2025-03-04,2025,3,4,gcevik,1,0,0,1
367,2025-03-04,2025,3,4,okanat,2,0,0,2
368,2025-03-04,2025,3,4,ogungor,1,2,0,3
369,2025-03-04,2025,3,4,gayilmaz,7,0,0,7
370,2025-03-04,2025,3,4,ebalaban,24,0,0,24
371,2025-03-05,2025,3,5, modified by system 2025-04-29 10:29:20 4,13,1,0,14
372,2025-03-05,2025,3,5,aapak,0,1,0,1
373,2025-03-05,2025,3,5,udalyan,4,7,0,11
374,2025-03-05,2025,3,5,mecigdem,4,1,0,5
375,2025-03-05,2025,3,5,BSOGUT,27,0,0,27
376,2025-03-05,2025,3,5,fgulsever,0,11,0,11
377,2025-03-05,2025,3,5,itopcu,34,0,0,34
378,2025-03-05,2025,3,5,mguder,5,0,0,5
379,2025-03-05,2025,3,5,zyuksel,1,0,0,1
380,2025-03-05,2025,3,5,rkontrol,19,0,0,19
381,2025-03-05,2025,3,5,mbayirli,0,6,0,6
382,2025-03-05,2025,3,5,acelebi,2,0,0,2
383,2025-03-05,2025,3,5,fcolak,6,0,0,6
384,2025-03-05,2025,3,5,egonce,8,2,0,10
385,2025-03-05,2025,3,5,hakdemir,9,3,0,12
386,2025-03-05,2025,3,5,eozkan,3,0,0,3
387,2025-03-05,2025,3,5,dcolor,0,39,0,39
388,2025-03-05,2025,3,5,hbulut,1,0,0,1
389,2025-03-05,2025,3,5,bfirat,7,0,0,7
390,2025-03-05,2025,3,5,nakilli,1,0,0,1
391,2025-03-05,2025,3,5,bunver,1,0,0,1
392,2025-03-05,2025,3,5,stjegitim,4,0,0,4
393,2025-03-05,2025,3,5,dayakta,15,11,0,26
394,2025-03-05,2025,3,5,amasun,34,2,0,36
395,2025-03-05,2025,3,5,saskin,5,0,0,5
396,2025-03-05,2025,3,5,gakca,3,1,0,4
397,2025-03-05,2025,3,5,akamera,92,2,0,94
398,2025-03-05,2025,3,5,ngogce,13,3,16,32
399,2025-03-05,2025,3,5,abarkod,24,0,0,24
400,2025-03-05,2025,3,5,vgemici,0,2,0,2
401,2025-03-05,2025,3,5,ntanriverdi,0,5,0,5
402,2025-03-05,2025,3,5,cer,0,1,0,1
403,2025-03-05,2025,3,5,kesmeray,5,0,0,5
404,2025-03-05,2025,3,5,fimetin,1,0,0,1
405,2025-03-05,2025,3,5,gkenarli,6,2,0,8
406,2025-03-05,2025,3,5,fbasak,20,0,0,20
407,2025-03-05,2025,3,5,ekaradavut,2,0,0,2
408,2025-03-05,2025,3,5,ggirgin,9,1,0,10
409,2025-03-05,2025,3,5,gekim,0,90,0,90
410,2025-03-05,2025,3,5,ebalaban,25,0,0,25
411,2025-03-05,2025,3,5,ezyildiz,1,0,0,1
412,2025-03-05,2025,3,5,dnoic,1,0,0,1
413,2025-03-05,2025,3,5,iunlu,10,0,0,10
414,2025-03-05,2025,3,5,ogungor,4,3,0,7
415,2025-03-05,2025,3,5,oasistan,1,6,0,7
416,2025-03-05,2025,3,5,tevirgen,0,1,0,1
417,2025-03-05,2025,3,5,nibolkis,9,0,0,9
418,2025-03-06,2025,3,6,zyuksel,5,0,0,5
419,2025-03-06,2025,3,6,ubasdas,2,0,0,2
420,2025-03-06,2025,3,6,dayakta,1,0,0,1
421,2025-03-06,2025,3,6,aapak,0,44,0,44
422,2025-03-06,2025,3,6,bfirat,35,1,0,36
423,2025-03-06,2025,3,6,udalyan,6,0,0,6
424,2025-03-06,2025,3,6,hakand,1,5,0,6
425,2025-03-06,2025,3,6,fgulsever,3,10,0,13
426,2025-03-06,2025,3,6,itopcu,8,0,0,8
427,2025-03-06,2025,3,6, modified by system 2025-04-29 10:29:20 4,4,0,0,4
428,2025-03-06,2025,3,6,gakca,6,0,0,6
429,2025-03-06,2025,3,6,ihasdemir,35,0,0,35
430,2025-03-06,2025,3,6,bbugdayci,11,1,0,12
431,2025-03-06,2025,3,6,fcolak,6,0,0,6
432,2025-03-06,2025,3,6,mkarsiv,1,0,0,1
433,2025-03-06,2025,3,6,egonce,8,0,0,8
434,2025-03-06,2025,3,6,hakdemir,1,3,0,4
435,2025-03-06,2025,3,6,dcolor,0,44,0,44
436,2025-03-06,2025,3,6,hbulut,3,0,0,3
437,2025-03-06,2025,3,6,akapucu,0,0,22,22
438,2025-03-06,2025,3,6,aildeniz,5,0,1,6
439,2025-03-06,2025,3,6,fyakut,0,1,0,1
440,2025-03-06,2025,3,6,dnoic,32,46,1,79
441,2025-03-06,2025,3,6,gekim,0,167,0,167
442,2025-03-06,2025,3,6,bsakrak,1,0,0,1
443,2025-03-06,2025,3,6,akamera,85,7,0,92
444,2025-03-06,2025,3,6,ngogce,2,0,0,2
445,2025-03-06,2025,3,6,abarkod,3,0,0,3
446,2025-03-06,2025,3,6,tcapkin,0,2,0,2
447,2025-03-06,2025,3,6,mkofis,5,0,0,5
448,2025-03-06,2025,3,6,MMUTLU,0,2,0,2
449,2025-03-06,2025,3,6,fimetin,3,2,0,5
450,2025-03-06,2025,3,6,ggirgin,25,0,0,25
451,2025-03-06,2025,3,6,fbasak,12,0,0,12
452,2025-03-06,2025,3,6,tevirgen,10,4,1,15
453,2025-03-06,2025,3,6,eulsever,8,5,0,13
454,2025-03-06,2025,3,6,oasistan,0,11,0,11
455,2025-03-06,2025,3,6,gayilmaz,5,1,0,6
456,2025-03-06,2025,3,6,ogungor,21,0,0,21
457,2025-03-06,2025,3,6,okanat,1,2,0,3
458,2025-03-06,2025,3,6,ezyildiz,6,1,0,7
459,2025-03-06,2025,3,6,ebalaban,43,0,0,43
460,2025-03-06,2025,3,6,amasun,59,2,0,61
461,2025-03-06,2025,3,6,mertan,10,0,0,10
462,2025-03-07,2025,3,7,udalyan,0,1,2,3
463,2025-03-07,2025,3,7,hakand,41,7,0,48
464,2025-03-07,2025,3,7,baozturk,1,0,0,1
465,2025-03-07,2025,3,7,mguder,6,0,0,6
466,2025-03-07,2025,3,7,bfirat,8,0,0,8
467,2025-03-07,2025,3,7,dcolor,0,41,0,41
468,2025-03-07,2025,3,7,ekoksal,6,0,0,6
469,2025-03-07,2025,3,7,hbulut,1,0,0,1
470,2025-03-07,2025,3,7,gakca,0,3,0,3
471,2025-03-07,2025,3,7,hakdemir,3,1,0,4
472,2025-03-07,2025,3,7,adogan,2,0,0,2
473,2025-03-07,2025,3,7,tevirgen,3,7,0,10
474,2025-03-07,2025,3,7,okanat,18,0,0,18
475,2025-03-07,2025,3,7,gayilmaz,15,0,0,15
476,2025-03-07,2025,3,7,mertan,0,40,0,40
477,2025-03-07,2025,3,7,ekaradavut,11,1,0,12
478,2025-03-07,2025,3,7,ggirgin,23,0,0,23
479,2025-03-07,2025,3,7,fimetin,2,1,0,3
480,2025-03-07,2025,3,7,obali,1,0,0,1
481,2025-03-07,2025,3,7,aaksoy,29,0,0,29
482,2025-03-07,2025,3,7,ngogce,48,16,9,73
483,2025-03-07,2025,3,7,akamera,0,6,0,6
484,2025-03-07,2025,3,7,ebalaban,19,0,0,19
485,2025-03-08,2025,3,8,dcolor,0,32,0,32
486,2025-03-08,2025,3,8,hakdemir,2,1,0,3
487,2025-03-08,2025,3,8,ebalaban,17,0,0,17
488,2025-03-08,2025,3,8,ebtlideri,16,0,0,16
489,2025-03-09,2025,3,9,rkontrol,1,0,0,1
490,2025-03-09,2025,3,9,ersener,19,0,0,19
491,2025-03-09,2025,3,9,mbayirli,19,1,0,20
492,2025-03-09,2025,3,9,uunver,4,0,0,4
493,2025-03-09,2025,3,9,egonce,31,0,0,31
494,2025-03-09,2025,3,9,mkarsiv,3,0,0,3
495,2025-03-09,2025,3,9,fcolak,3,1,0,4
496,2025-03-09,2025,3,9,aakyildiz,5,0,0,5
497,2025-03-09,2025,3,9,cyildiz,2,2,0,4
498,2025-03-09,2025,3,9,bbugdayci,0,2,14,16
499,2025-03-09,2025,3,9,ihasdemir,34,0,0,34
500,2025-03-09,2025,3,9,aildeniz,1,0,0,1
501,2025-03-09,2025,3,9,abarkod,20,0,0,20
502,2025-03-09,2025,3,9,fgulsever,0,31,0,31
503,2025-03-09,2025,3,9,okelepe,0,0,1,1
504,2025-03-09,2025,3,9,aapak,15,1,0,16
505,2025-03-09,2025,3,9,dayakta,4,0,0,4
506,2025-03-09,2025,3,9,ubasdas,0,1,0,1
507,2025-03-09,2025,3,9,gekim,0,120,0,120
508,2025-03-09,2025,3,9,SUYILMAZ,1,0,0,1
509,2025-03-09,2025,3,9,dnoic,3,1,2,6
510,2025-03-09,2025,3,9,TIRMAK,0,0,1,1
511,2025-03-09,2025,3,9,mkofis,1,0,0,1
512,2025-03-09,2025,3,9,fbasak,1,1,0,2
513,2025-03-09,2025,3,9,ebadem,4,0,0,4
514,2025-03-10,2025,3,10,BSOGUT,2,0,10,12
515,2025-03-10,2025,3,10,hakand,0,4,0,4
516,2025-03-10,2025,3,10,mecigdem,4,2,0,6
517,2025-03-10,2025,3,10,udalyan,42,0,2,44
518,2025-03-10,2025,3,10,adogan,15,40,0,55
519,2025-03-10,2025,3,10,dayakta,26,3,0,29
520,2025-03-10,2025,3,10,ubasdas,1,0,0,1
521,2025-03-10,2025,3,10,gakca,0,1,0,1
522,2025-03-10,2025,3,10,cdonmez,1,0,0,1
523,2025-03-10,2025,3,10,aapak,0,29,0,29
524,2025-03-10,2025,3,10,fgulsever,0,26,0,26
525,2025-03-10,2025,3,10,fcolak,0,1,0,1
526,2025-03-10,2025,3,10,mguder,11,0,0,11
527,2025-03-10,2025,3,10,zyuksel,40,0,1,41
528,2025-03-10,2025,3,10,ierdil,2,0,0,2
529,2025-03-10,2025,3,10,stjegitim,2,1,0,3
530,2025-03-10,2025,3,10,mkarsiv,2,0,0,2
531,2025-03-10,2025,3,10,egonce,27,0,0,27
532,2025-03-10,2025,3,10,mbayirli,2,0,0,2
533,2025-03-10,2025,3,10,dcolor,0,19,0,19
534,2025-03-10,2025,3,10,bfirat,16,0,0,16
535,2025-03-10,2025,3,10,gekim,0,24,0,24
536,2025-03-10,2025,3,10,gsapmaz,1,0,0,1
537,2025-03-10,2025,3,10,amasun,16,10,0,26
538,2025-03-10,2025,3,10,akamera,0,5,0,5
539,2025-03-10,2025,3,10,ezyildiz,22,0,0,22
540,2025-03-10,2025,3,10,ebalaban,22,0,0,22
541,2025-03-10,2025,3,10,ngogce,22,20,0,42
542,2025-03-10,2025,3,10,abarkod,1,0,0,1
543,2025-03-10,2025,3,10,tcapkin,0,1,0,1
544,2025-03-10,2025,3,10,nkorkmaz,3,0,0,3
545,2025-03-10,2025,3,10,fbasak,6,0,0,6
546,2025-03-10,2025,3,10,aaksoy,2,0,0,2
547,2025-03-10,2025,3,10,aayhan,22,43,2,67
548,2025-03-10,2025,3,10,MMUTLU,5,5,0,10
549,2025-03-10,2025,3,10,fimetin,15,10,0,25
550,2025-03-10,2025,3,10,sucakir,3,0,0,3
551,2025-03-10,2025,3,10,cer,0,1,0,1
552,2025-03-10,2025,3,10,ggirgin,249,39,0,288
553,2025-03-10,2025,3,10,gkenarli,2,0,0,2
554,2025-03-10,2025,3,10,mkorucu,1,0,0,1
555,2025-03-10,2025,3,10,oicoz,0,1,0,1
556,2025-03-10,2025,3,10,gayilmaz,8,16,0,24
557,2025-03-10,2025,3,10,eulsever,0,8,0,8
558,2025-03-10,2025,3,10,gcevik,3,0,0,3
559,2025-03-10,2025,3,10,ayyilmaz,1,0,0,1
560,2025-03-10,2025,3,10,mertan,8,0,0,8
561,2025-03-10,2025,3,10,ekaradavut,7,1,0,8
562,2025-03-10,2025,3,10,tevirgen,13,2,25,40
563,2025-03-11,2025,3,11,mguder,2,0,0,2
564,2025-03-11,2025,3,11,adogan,19,7,26,52
565,2025-03-11,2025,3,11,oguler,9,0,0,9
566,2025-03-11,2025,3,11,ubasdas,1,0,0,1
567,2025-03-11,2025,3,11,aapak,0,20,0,20
568,2025-03-11,2025,3,11,udalyan,0,1,0,1
569,2025-03-11,2025,3,11,mecigdem,0,2,0,2
570,2025-03-11,2025,3,11,hakand,0,8,0,8
571,2025-03-11,2025,3,11,BSOGUT,0,0,1,1
572,2025-03-11,2025,3,11,fgulsever,0,22,0,22
573,2025-03-11,2025,3,11,gsapmaz,1,0,0,1
574,2025-03-11,2025,3,11,zyuksel,1,0,0,1
575,2025-03-11,2025,3,11,bfirat,53,2,0,55
576,2025-03-11,2025,3,11,ytinmaz,1,0,0,1
577,2025-03-11,2025,3,11,ihasdemir,183,3,0,186
578,2025-03-11,2025,3,11,stjegitim,4,2,0,6
579,2025-03-11,2025,3,11,fcolak,4,1,0,5
580,2025-03-11,2025,3,11,egonce,42,2,0,44
581,2025-03-11,2025,3,11,hakdemir,1,2,0,3
582,2025-03-11,2025,3,11,mbayirli,1,1,0,2
583,2025-03-11,2025,3,11,msevim,1,0,0,1
584,2025-03-11,2025,3,11,dcolor,0,31,0,31
585,2025-03-11,2025,3,11,hbulut,4,0,0,4
586,2025-03-11,2025,3,11,bsakrak,10,0,0,10
587,2025-03-11,2025,3,11,rkontrol,3,0,0,3
588,2025-03-11,2025,3,11,otufan,1,1,2,4
589,2025-03-11,2025,3,11,ngogce,5,1,0,6
590,2025-03-11,2025,3,11,SUYILMAZ,2,0,0,2
591,2025-03-11,2025,3,11,gekim,0,27,0,27
592,2025-03-11,2025,3,11,edemirbas,0,2,1,3
593,2025-03-11,2025,3,11,gmasistan,1,0,1,2
594,2025-03-11,2025,3,11,asablon,5,0,0,5
595,2025-03-11,2025,3,11,nkorkmaz,2,2,0,4
596,2025-03-11,2025,3,11,fbasak,5,0,0,5
597,2025-03-11,2025,3,11,cer,0,1,0,1
598,2025-03-11,2025,3,11,aayhan,1,2,2,5
599,2025-03-11,2025,3,11,mkarabiyik,0,4,0,4
600,2025-03-11,2025,3,11,obali,11,2,0,13
601,2025-03-11,2025,3,11,MMUTLU,21,0,0,21
602,2025-03-11,2025,3,11,fimetin,23,5,0,28
603,2025-03-11,2025,3,11,bkibar,0,3,0,3
604,2025-03-11,2025,3,11,ggirgin,26,6,2,34
605,2025-03-11,2025,3,11,sucakir,2,0,0,2
606,2025-03-11,2025,3,11,eanli,0,5,0,5
607,2025-03-11,2025,3,11,ebalaban,18,0,0,18
608,2025-03-11,2025,3,11,ezyildiz,15,0,0,15
609,2025-03-11,2025,3,11,dnoic,86,0,1,87
610,2025-03-11,2025,3,11,amasun,30,4,0,34
611,2025-03-11,2025,3,11,oicoz,0,1,0,1
612,2025-03-11,2025,3,11,tevirgen,12,8,0,20
613,2025-03-11,2025,3,11,ayyilmaz,0,2,0,2
614,2025-03-11,2025,3,11,mertan,1,0,0,1
615,2025-03-11,2025,3,11,mkorucu,1,1,0,2
616,2025-03-12,2025,3,12,udalyan,0,1,81,82
617,2025-03-12,2025,3,12,zyuksel,5,0,0,5
618,2025-03-12,2025,3,12,hakand,1,3,4,8
619,2025-03-12,2025,3,12,BSOGUT,0,0,1,1
620,2025-03-12,2025,3,12,cdonmez,0,25,0,25
621,2025-03-12,2025,3,12,fgulsever,0,29,0,29
622,2025-03-12,2025,3,12,itopcu,1,0,0,1
623,2025-03-12,2025,3,12,mguder,8,0,0,8
624,2025-03-12,2025,3,12,rkontrol,3,0,0,3
625,2025-03-12,2025,3,12,hakdemir,5,0,0,5
626,2025-03-12,2025,3,12,cyildiz,0,1,0,1
627,2025-03-12,2025,3,12,fcolak,9,5,0,14
628,2025-03-12,2025,3,12,mkarsiv,1,0,0,1
629,2025-03-12,2025,3,12,egonce,38,0,0,38
630,2025-03-12,2025,3,12,gbalvan,4,6,0,10
631,2025-03-12,2025,3,12,akocak,1,0,0,1
632,2025-03-12,2025,3,12,dcolor,0,33,0,33
633,2025-03-12,2025,3,12,aapak,0,40,0,40
634,2025-03-12,2025,3,12,ihasdemir,43,1,0,44
635,2025-03-12,2025,3,12,gekim,0,77,0,77
636,2025-03-12,2025,3,12,hbulut,3,0,0,3
637,2025-03-12,2025,3,12,amasun,19,2,0,21
638,2025-03-12,2025,3,12,eanli,0,1,0,1
639,2025-03-12,2025,3,12,akamera,1,3,0,4
640,2025-03-12,2025,3,12,ngogce,12,1,0,13
641,2025-03-12,2025,3,12,abarkod,3,0,0,3
642,2025-03-12,2025,3,12,ntanriverdi,0,47,0,47
643,2025-03-12,2025,3,12,aayhan,0,10,0,10
644,2025-03-12,2025,3,12,mkarabiyik,0,10,0,10
645,2025-03-12,2025,3,12,obali,1,0,0,1
646,2025-03-12,2025,3,12,MMUTLU,56,3,0,59
647,2025-03-12,2025,3,12,nkorkmaz,6,3,0,9
648,2025-03-12,2025,3,12,ggirgin,6,2,0,8
649,2025-03-12,2025,3,12,sulger,1,0,0,1
650,2025-03-12,2025,3,12,tevirgen,6,9,0,15
651,2025-03-12,2025,3,12,gayilmaz,29,0,0,29
652,2025-03-12,2025,3,12,ogungor,1,0,0,1
653,2025-03-12,2025,3,12,klaboratuar,0,1,0,1
654,2025-03-12,2025,3,12,dnoic,3,2,1,6
655,2025-03-12,2025,3,12,ezyildiz,2,0,0,2
656,2025-03-12,2025,3,12,fimetin,14,0,0,14
657,2025-03-12,2025,3,12,ebalaban,8,0,0,8
658,2025-03-13,2025,3,13,kbtlideri,1,0,0,1
659,2025-03-13,2025,3,13,zyuksel,67,5,0,72
660,2025-03-13,2025,3,13,mguder,1,14,0,15
661,2025-03-13,2025,3,13,fgulsever,0,7,0,7
662,2025-03-13,2025,3,13,aapak,0,21,0,21
663,2025-03-13,2025,3,13,mecigdem,9,1,0,10
664,2025-03-13,2025,3,13,udalyan,3,1,0,4
665,2025-03-13,2025,3,13,ubasdas,5,1,0,6
666,2025-03-13,2025,3,13,aildeniz,3,0,0,3
667,2025-03-13,2025,3,13,hakand,25,7,0,32
668,2025-03-13,2025,3,13,rkontrol,3,0,0,3
669,2025-03-13,2025,3,13,hbulut,5,6,0,11
670,2025-03-13,2025,3,13,nkaya,0,1,0,1
671,2025-03-13,2025,3,13,fcolak,10,2,0,12
672,2025-03-13,2025,3,13,egonce,250,3,0,253
673,2025-03-13,2025,3,13,herbilgin,10,2,0,12
674,2025-03-13,2025,3,13,hakdemir,20,2,0,22
675,2025-03-13,2025,3,13,mmollaoglu,0,3,0,3
676,2025-03-13,2025,3,13,sapra,4,0,0,4
677,2025-03-13,2025,3,13,eozkan,7,0,0,7
678,2025-03-13,2025,3,13,dcolor,0,27,0,27
679,2025-03-13,2025,3,13,akapucu,0,0,12,12
680,2025-03-13,2025,3,13,bfirat,91,0,0,91
681,2025-03-13,2025,3,13,ihasdemir,5,2,0,7
682,2025-03-13,2025,3,13,oguler,2,0,0,2
683,2025-03-13,2025,3,13,gekim,0,15,0,15
684,2025-03-13,2025,3,13,adogan,3,0,0,3
685,2025-03-13,2025,3,13,akamera,0,15,0,15
686,2025-03-13,2025,3,13,ngogce,10,2,2,14
687,2025-03-13,2025,3,13,abarkod,22,0,0,22
688,2025-03-13,2025,3,13,gakca,0,1,0,1
689,2025-03-13,2025,3,13,nkorkmaz,6,0,1,7
690,2025-03-13,2025,3,13,fbasak,4,0,0,4
691,2025-03-13,2025,3,13,aaksoy,16,24,0,40
692,2025-03-13,2025,3,13,aayhan,6,0,0,6
693,2025-03-13,2025,3,13,mkofis,1,0,0,1
694,2025-03-13,2025,3,13,obali,9,0,2,11
695,2025-03-13,2025,3,13,MMUTLU,1,0,0,1
696,2025-03-13,2025,3,13,tcapkin,1,1,0,2
