,ID,toplam,Tarih,Donem,genel_renkli,genel_sb,dijital_islemler
731,merkan,11,2025-03-14,2025-03,11,0,0
732,ogun,1,2025-03-14,2025-03,0,0,1
733,obali,23,2025-03-14,2025-03,22,1,0
734,fimetin,7,2025-03-14,2025-03,5,2,0
735,dnoic,1,2025-03-14,2025-03,1,0,0
736,gkenarli,6,2025-03-14,2025-03,6,0,0
737,ggirgin,91,2025-03-14,2025-03,83,8,0
738,ayyilmaz,2,2025-03-14,2025-03,2,0,0
739,tevirgen,49,2025-03-14,2025-03,33,9,7
740,eulsever,7,2025-03-14,2025-03,2,5,0
741,gayilmaz,21,2025-03-14,2025-03,21,0,0
742,nibolkis,6,2025-03-14,2025-03,6,0,0
743,sucakir,2,2025-03-14,2025-03,1,1,0
744,dcolor,16,2025-03-15,2025-03,0,16,0
745,ebalaban,4,2025-03-15,2025-03,4,0,0
746,ngogce,221,2025-03-15,2025-03,189,32,0
747,rkontrol,6,2025-03-16,2025-03,6,0,0
748,mbayirli,9,2025-03-16,2025-03,9,0,0
749,egonce,40,2025-03-16,2025-03,34,6,0
750,fcolak,4,2025-03-16,2025-03,3,1,0
751,cyildiz,5,2025-03-16,2025-03,2,3,0
752,secitak,5,2025-03-16,2025-03,5,0,0
753,bbugdayci,20,2025-03-16,2025-03,0,16,4
754,fgulsever,28,2025-03-16,2025-03,0,28,0
755,ihasdemir,69,2025-03-16,2025-03,69,0,0
756,aapak,54,2025-03-16,2025-03,15,39,0
757,gekim,45,2025-03-16,2025-03,0,45,0
758,dnoic,19,2025-03-16,2025-03,19,0,0
759,mkorucu,178,2025-03-16,2025-03,177,1,0
760,aayhan,20,2025-03-16,2025-03,8,10,1
761,fbasak,2,2025-03-16,2025-03,2,0,0
762,abarkod,32,2025-03-16,2025-03,32,0,0
763,BSOGUT,7,2025-03-16,2025-03,1,6,0
764,aildeniz,12,2025-03-17,2025-03,12,0,0
765,zyuksel,29,2025-03-17,2025-03,29,0,0
766,mguder,17,2025-03-17,2025-03,17,0,0
767,fgulsever,10,2025-03-17,2025-03,0,10,0
768,hakand,63,2025-03-17,2025-03,43,20,0
769,esaribuyuk,19,2025-03-17,2025-03,19,0,0
770,rkontrol,5,2025-03-17,2025-03,1,4,0
771,mecigdem,14,2025-03-17,2025-03,12,2,0
772,udalyan,2,2025-03-17,2025-03,0,1,1
773,bunver,8,2025-03-17,2025-03,8,0,0
774,stjegitim,15,2025-03-17,2025-03,3,0,12
775,herbilgin,4,2025-03-17,2025-03,2,0,2
776,fcolak,1,2025-03-17,2025-03,1,0,0
777,egonce,38,2025-03-17,2025-03,38,0,0
778,hakdemir,17,2025-03-17,2025-03,15,2,0
779,eozkan,35,2025-03-17,2025-03,35,0,0
780,dcolor,29,2025-03-17,2025-03,0,29,0
781,ekoksal,1,2025-03-17,2025-03,1,0,0
782,ersener,44,2025-03-17,2025-03,43,1,0
783,hbulut,1,2025-03-17,2025-03,1,0,0
784,bfirat,30,2025-03-17,2025-03,30,0,0
785,aapak,22,2025-03-17,2025-03,0,22,0
786,cyildiz,2,2025-03-17,2025-03,2,0,0
787,gakca,6,2025-03-17,2025-03,1,5,0
788,ayyilmaz,1,2025-03-17,2025-03,1,0,0
789,eanli,5,2025-03-17,2025-03,0,5,0
790,gekim,16,2025-03-17,2025-03,0,16,0
791,akamera,9,2025-03-17,2025-03,0,9,0
792,ngogce,111,2025-03-17,2025-03,57,54,0
793,abarkod,3,2025-03-17,2025-03,3,0,0
794,tcapkin,1,2025-03-17,2025-03,0,1,0
795,ntanriverdi,68,2025-03-17,2025-03,0,68,0
796,ayetik,10,2025-03-17,2025-03,5,5,0
797,fbasak,10,2025-03-17,2025-03,0,10,0
798,cer,2,2025-03-17,2025-03,0,2,0
799,aaksoy,9,2025-03-17,2025-03,9,0,0
800,aayhan,5,2025-03-17,2025-03,4,0,1
801,merkan,21,2025-03-17,2025-03,20,1,0
802,fimetin,10,2025-03-17,2025-03,8,2,0
803,fyilanci,1,2025-03-17,2025-03,0,1,0
804,ezyildiz,10,2025-03-17,2025-03,2,8,0
805,mkorucu,95,2025-03-17,2025-03,94,1,0
806,eulsever,4,2025-03-17,2025-03,0,4,0
807,tevirgen,9,2025-03-17,2025-03,6,2,1
808,ebalaban,12,2025-03-17,2025-03,12,0,0
809,ggirgin,33,2025-03-17,2025-03,28,3,2
810,gkenarli,2,2025-03-17,2025-03,2,0,0
811,alofca,5,2025-03-17,2025-03,1,4,0
812,ekaradavut,1,2025-03-17,2025-03,1,0,0
813,sakgumus,2,2025-03-18,2025-03,2,0,0
814,ubasdas,2,2025-03-18,2025-03,2,0,0
815,aapak,125,2025-03-18,2025-03,0,125,0
816,udalyan,51,2025-03-18,2025-03,15,12,24
817,mecigdem,1,2025-03-18,2025-03,0,1,0
818,hakand,1,2025-03-18,2025-03,1,0,0
819,fgulsever,11,2025-03-18,2025-03,0,11,0
820,baozturk,2,2025-03-18,2025-03,1,1,0
821,zyuksel,27,2025-03-18,2025-03,27,0,0
822, modified by system 2025-04-29 10:29:20 4,15,2025-03-18,2025-03,13,2,0
823,gakca,5,2025-03-18,2025-03,4,1,0
824,aildeniz,11,2025-03-18,2025-03,0,11,0
825,stjegitim,22,2025-03-18,2025-03,3,0,19
826,fcolak,2,2025-03-18,2025-03,2,0,0
827,egonce,151,2025-03-18,2025-03,127,24,0
828,hakdemir,2,2025-03-18,2025-03,1,1,0
829,hbinay,3,2025-03-18,2025-03,3,0,0
830,gbalvan,5,2025-03-18,2025-03,5,0,0
831,dcolor,63,2025-03-18,2025-03,0,63,0
832,bfirat,37,2025-03-18,2025-03,37,0,0
833,hbulut,2,2025-03-18,2025-03,1,1,0
834,ierdil,3,2025-03-18,2025-03,3,0,0
835,adogan,5,2025-03-18,2025-03,1,0,4
836,ekoksal,2,2025-03-18,2025-03,2,0,0
837,gekim,189,2025-03-18,2025-03,0,189,0
838,otufan,6,2025-03-18,2025-03,5,1,0
839,akamera,7,2025-03-18,2025-03,0,7,0
840,ngogce,283,2025-03-18,2025-03,164,115,4
841,abarkod,1,2025-03-18,2025-03,1,0,0
842,tcapkin,1,2025-03-18,2025-03,0,1,0
843,nkorkmaz,7,2025-03-18,2025-03,1,3,3
844,cer,3,2025-03-18,2025-03,3,0,0
845,obali,10,2025-03-18,2025-03,0,7,3
846,MMUTLU,1,2025-03-18,2025-03,1,0,0
847,fimetin,11,2025-03-18,2025-03,8,3,0
848,ggirgin,18,2025-03-18,2025-03,14,4,0
849,fbasak,4,2025-03-18,2025-03,4,0,0
850,mertan,7,2025-03-18,2025-03,7,0,0
851,ekaradavut,1,2025-03-18,2025-03,1,0,0
852,aozbal,5,2025-03-18,2025-03,4,1,0
853,amasun,11,2025-03-18,2025-03,7,4,0
854,ebalaban,12,2025-03-18,2025-03,12,0,0
855,dnoic,10,2025-03-18,2025-03,9,0,1
856,eanli,6,2025-03-18,2025-03,2,4,0
857,gayilmaz,15,2025-03-18,2025-03,13,2,0
858,eulsever,22,2025-03-18,2025-03,0,22,0
859,tevirgen,8,2025-03-18,2025-03,8,0,0
860,oicoz,2,2025-03-18,2025-03,1,1,0
861,zyuksel,2,2025-03-19,2025-03,0,0,2
862,aapak,106,2025-03-19,2025-03,7,99,0
863,udalyan,1,2025-03-19,2025-03,0,0,1
864,ebtlideri,1,2025-03-19,2025-03,0,1,0
865,mecigdem,1,2025-03-19,2025-03,0,1,0
866,hakand,1,2025-03-19,2025-03,1,0,0
867,esaribuyuk,4,2025-03-19,2025-03,2,0,2
868,BSOGUT,2,2025-03-19,2025-03,2,0,0
869,cdonmez,3,2025-03-19,2025-03,0,3,0
870,fgulsever,29,2025-03-19,2025-03,1,28,0
871, modified by system 2025-04-29 10:29:20 4,19,2025-03-19,2025-03,19,0,0
872,bunver,7,2025-03-19,2025-03,6,1,0
873,stjegitim,2,2025-03-19,2025-03,0,0,2
874,aakyildiz,4,2025-03-19,2025-03,4,0,0
875,fcolak,27,2025-03-19,2025-03,27,0,0
876,egonce,49,2025-03-19,2025-03,49,0,0
877,hakdemir,5,2025-03-19,2025-03,2,3,0
878,hbinay,7,2025-03-19,2025-03,7,0,0
879,eozkan,1,2025-03-19,2025-03,0,1,0
880,dcolor,50,2025-03-19,2025-03,0,50,0
881,hbulut,3,2025-03-19,2025-03,3,0,0
882,bfirat,43,2025-03-19,2025-03,43,0,0
883,dayakta,5,2025-03-19,2025-03,3,2,0
884,secitak,1,2025-03-19,2025-03,1,0,0
885,ubasdas,4,2025-03-19,2025-03,4,0,0
886,msevim,1,2025-03-19,2025-03,1,0,0
887,gekim,157,2025-03-19,2025-03,0,157,0
888,gakca,12,2025-03-19,2025-03,10,2,0
889,akamera,77,2025-03-19,2025-03,72,5,0
890,edemirbas,39,2025-03-19,2025-03,39,0,0
891,tcapkin,42,2025-03-19,2025-03,37,5,0
892,ntanriverdi,8,2025-03-19,2025-03,0,8,0
893,fbasak,26,2025-03-19,2025-03,26,0,0
894,cer,4,2025-03-19,2025-03,4,0,0
895,aayhan,65,2025-03-19,2025-03,13,9,43
896,obali,7,2025-03-19,2025-03,0,1,6
897,fimetin,5,2025-03-19,2025-03,3,2,0
898,gkenarli,4,2025-03-19,2025-03,4,0,0
899,ngogce,8,2025-03-19,2025-03,3,4,1
900,tevirgen,8,2025-03-19,2025-03,4,1,3
901,eulsever,4,2025-03-19,2025-03,0,4,0
902,gayilmaz,3,2025-03-19,2025-03,3,0,0
903,okanat,1,2025-03-19,2025-03,1,0,0
904,mkorucu,29,2025-03-19,2025-03,29,0,0
905,dnoic,10,2025-03-19,2025-03,7,2,1
906,ezyildiz,4,2025-03-19,2025-03,2,2,0
907,ebalaban,13,2025-03-19,2025-03,13,0,0
908,amasun,5,2025-03-19,2025-03,4,1,0
909,eanli,2,2025-03-19,2025-03,0,2,0
910,SUYILMAZ,1,2025-03-19,2025-03,1,0,0
911,ggirgin,24,2025-03-19,2025-03,14,10,0
912, modified by system 2025-04-29 10:29:20 4,66,2025-03-20,2025-03,66,0,0
913,zyuksel,7,2025-03-20,2025-03,5,2,0
914,fgulsever,29,2025-03-20,2025-03,0,29,0
915,dayakta,2,2025-03-20,2025-03,0,2,0
916,udalyan,1,2025-03-20,2025-03,1,0,0
917,aapak,78,2025-03-20,2025-03,0,78,0
918,ierdil,16,2025-03-20,2025-03,16,0,0
919,gakca,2,2025-03-20,2025-03,1,1,0
920,mecigdem,10,2025-03-20,2025-03,9,1,0
921,kbtlideri,1,2025-03-20,2025-03,1,0,0
922,fcolak,12,2025-03-20,2025-03,5,7,0
923,ihasdemir,37,2025-03-20,2025-03,34,3,0
924,cyildiz,1,2025-03-20,2025-03,1,0,0
925,aakyildiz,7,2025-03-20,2025-03,7,0,0
926,mkarsiv,5,2025-03-20,2025-03,5,0,0
927,egonce,12,2025-03-20,2025-03,12,0,0
928,hakdemir,15,2025-03-20,2025-03,12,3,0
929,hbinay,1,2025-03-20,2025-03,1,0,0
930,dcolor,49,2025-03-20,2025-03,0,49,0
931,gekim,72,2025-03-20,2025-03,0,72,0
932,bfirat,43,2025-03-20,2025-03,43,0,0
933,ebadem,12,2025-03-20,2025-03,12,0,0
934,amasun,17,2025-03-20,2025-03,10,7,0
935,gayilmaz,5,2025-03-20,2025-03,5,0,0
936,ezyildiz,6,2025-03-20,2025-03,2,4,0
937,akamera,57,2025-03-20,2025-03,52,5,0
938,abarkod,1,2025-03-20,2025-03,1,0,0
939,ebalaban,13,2025-03-20,2025-03,13,0,0
940,ntanriverdi,3,2025-03-20,2025-03,0,3,0
941,asablon,5,2025-03-20,2025-03,5,0,0
942,eatansay,4,2025-03-20,2025-03,4,0,0
943,nkorkmaz,13,2025-03-20,2025-03,11,0,2
944,aayhan,12,2025-03-20,2025-03,1,5,6
945,fyilanci,2,2025-03-20,2025-03,0,2,0
946,obali,13,2025-03-20,2025-03,4,9,0
947,edemirbas,3,2025-03-20,2025-03,0,3,0
948,gkenarli,1,2025-03-20,2025-03,1,0,0
949,fimetin,9,2025-03-20,2025-03,8,1,0
950,mkorucu,2,2025-03-20,2025-03,2,0,0
951,eulsever,7,2025-03-20,2025-03,7,0,0
952,tevirgen,3,2025-03-20,2025-03,2,1,0
953,dnoic,1,2025-03-20,2025-03,1,0,0
954,mertan,1,2025-03-20,2025-03,1,0,0
955,okorucu,5,2025-03-20,2025-03,3,2,0
956,ggirgin,18,2025-03-20,2025-03,17,1,0
957,ayyilmaz,3,2025-03-20,2025-03,3,0,0
958,bfirat,39,2025-03-21,2025-03,39,0,0
959,cisahin,16,2025-03-21,2025-03,16,0,0
960,adogan,12,2025-03-21,2025-03,0,12,0
961,gakca,4,2025-03-21,2025-03,4,0,0
962,oguler,10,2025-03-21,2025-03,10,0,0
963,udalyan,3,2025-03-21,2025-03,3,0,0
964,hakand,16,2025-03-21,2025-03,16,0,0
965,mmollaoglu,8,2025-03-21,2025-03,0,8,0
966,zyuksel,1,2025-03-21,2025-03,1,0,0
967,acelebi,72,2025-03-21,2025-03,72,0,0
968,hakdemir,2,2025-03-21,2025-03,1,1,0
969,dcolor,65,2025-03-21,2025-03,0,65,0
970,ekoksal,4,2025-03-21,2025-03,2,2,0
971,aozbal,7,2025-03-21,2025-03,5,2,0
972,gsapmaz,2,2025-03-21,2025-03,2,0,0
973,amasun,104,2025-03-21,2025-03,84,20,0
974,mecigdem,6,2025-03-21,2025-03,2,4,0
975,ezyildiz,1,2025-03-21,2025-03,1,0,0
976,ebalaban,26,2025-03-21,2025-03,26,0,0
977,akamera,6,2025-03-21,2025-03,0,6,0
978,vgemici,1,2025-03-21,2025-03,1,0,0
979,ntanriverdi,110,2025-03-21,2025-03,109,1,0
980,merkan,3,2025-03-21,2025-03,3,0,0
981,mkarabiyik,2,2025-03-21,2025-03,0,2,0
982,obali,37,2025-03-21,2025-03,9,14,14
983,ngogce,6,2025-03-21,2025-03,3,2,1
984,ggirgin,21,2025-03-21,2025-03,15,6,0
985,tevirgen,12,2025-03-21,2025-03,5,4,3
986,eulsever,8,2025-03-21,2025-03,0,8,0
987,okanat,1,2025-03-21,2025-03,1,0,0
988,fimetin,2,2025-03-21,2025-03,2,0,0
989,klaboratuar,10,2025-03-21,2025-03,0,10,0
990,oicoz,2,2025-03-21,2025-03,0,2,0
991,hakdemir,2,2025-03-22,2025-03,2,0,0
992,dcolor,13,2025-03-22,2025-03,0,13,0
993,ebalaban,18,2025-03-22,2025-03,18,0,0
994,otanriverdi,4,2025-03-23,2025-03,4,0,0
995,mbayirli,3,2025-03-23,2025-03,3,0,0
996,uunver,3,2025-03-23,2025-03,3,0,0
997,egonce,23,2025-03-23,2025-03,21,2,0
998,fcolak,3,2025-03-23,2025-03,3,0,0
999,aakyildiz,2,2025-03-23,2025-03,2,0,0
1000,ihasdemir,8,2025-03-23,2025-03,8,0,0
1001,ebadem,30,2025-03-23,2025-03,30,0,0
1002,ierdil,7,2025-03-23,2025-03,7,0,0
1003,fgulsever,11,2025-03-23,2025-03,0,11,0
1004,abarkod,1,2025-03-23,2025-03,1,0,0
1005,aapak,58,2025-03-23,2025-03,20,38,0
1006,dayakta,12,2025-03-23,2025-03,12,0,0
1007,ubasdas,11,2025-03-23,2025-03,11,0,0
1008,iunlu,14,2025-03-23,2025-03,14,0,0
1009,gekim,92,2025-03-23,2025-03,0,92,0
1010,gbakanoglu,1,2025-03-23,2025-03,1,0,0
1011,mkorucu,1,2025-03-23,2025-03,1,0,0
1012,nkorkmaz,6,2025-03-23,2025-03,0,0,6
1013,okelepe,288,2025-03-23,2025-03,0,0,288
1014,fgulsever,3,2025-03-24,2025-03,0,3,0
1015,BSOGUT,1,2025-03-24,2025-03,0,1,0
1016,hakand,10,2025-03-24,2025-03,10,0,0
1017,gakca,5,2025-03-24,2025-03,2,3,0
1018,udalyan,7,2025-03-24,2025-03,5,2,0
1019,aapak,12,2025-03-24,2025-03,0,12,0
1020,ubasdas,1,2025-03-24,2025-03,1,0,0
1021,rkontrol,4,2025-03-24,2025-03,3,1,0
1022,mecigdem,1,2025-03-24,2025-03,0,1,0
1023,ihasdemir,3,2025-03-24,2025-03,0,3,0
1024,hakdemir,50,2025-03-24,2025-03,50,0,0
1025,fcolak,4,2025-03-24,2025-03,4,0,0
1026,mkarsiv,3,2025-03-24,2025-03,3,0,0
1027,bfirat,8,2025-03-24,2025-03,4,2,2
1028,hkaragoz,11,2025-03-24,2025-03,11,0,0
1029,eozkan,12,2025-03-24,2025-03,12,0,0
1030,gbalvan,4,2025-03-24,2025-03,4,0,0
1031,dcolor,36,2025-03-24,2025-03,0,36,0
1032,hbulut,8,2025-03-24,2025-03,8,0,0
1033,stjegitim,139,2025-03-24,2025-03,131,2,6
1034,saskin,5,2025-03-24,2025-03,4,1,0
1035,egonce,18,2025-03-24,2025-03,18,0,0
1036,ekaragoz,1,2025-03-24,2025-03,1,0,0
1037,akamera,1,2025-03-24,2025-03,0,1,0
1038,ngogce,1,2025-03-24,2025-03,0,0,1
1039,tcapkin,3,2025-03-24,2025-03,0,3,0
1040,ntanriverdi,1,2025-03-24,2025-03,0,1,0
1041,gmasistan,6,2025-03-24,2025-03,3,0,3
1042,bkibar,2,2025-03-24,2025-03,1,1,0
1043,nkorkmaz,43,2025-03-24,2025-03,13,11,19
1044,fbasak,2,2025-03-24,2025-03,2,0,0
1045,cer,2,2025-03-24,2025-03,0,2,0
1046,MMUTLU,5,2025-03-24,2025-03,3,1,1
1047,gekim,122,2025-03-24,2025-03,0,122,0
1048,ggirgin,11,2025-03-24,2025-03,10,1,0
1049,ayyilmaz,1,2025-03-24,2025-03,1,0,0
1050,tevirgen,1,2025-03-24,2025-03,0,1,0
1051,gayilmaz,4,2025-03-24,2025-03,4,0,0
1052,gcevik,3,2025-03-24,2025-03,0,3,0
1053,dnoic,26,2025-03-24,2025-03,19,7,0
1054,ezyildiz,13,2025-03-24,2025-03,4,9,0
1055,ebalaban,46,2025-03-24,2025-03,46,0,0
1056,amasun,69,2025-03-24,2025-03,66,3,0
1057,fimetin,64,2025-03-24,2025-03,63,1,0
1058,mguder,2,2025-03-25,2025-03,2,0,0
1059,fgulsever,25,2025-03-25,2025-03,0,25,0
1060,okelepe,140,2025-03-25,2025-03,0,0,140
1061,mecigdem,4,2025-03-25,2025-03,3,1,0
1062,gakca,5,2025-03-25,2025-03,3,2,0
1063,aapak,4,2025-03-25,2025-03,0,4,0
1064,ubasdas,3,2025-03-25,2025-03,0,3,0
1065,zyuksel,3,2025-03-25,2025-03,3,0,0
1066,fyakut,29,2025-03-25,2025-03,29,0,0
1067,udalyan,7,2025-03-25,2025-03,4,2,1
1068, modified by system 2025-04-29 10:29:20 4,2,2025-03-25,2025-03,2,0,0
1069,fcolak,1,2025-03-25,2025-03,1,0,0
1070,aildeniz,4,2025-03-25,2025-03,0,4,0
1071,stjegitim,1,2025-03-25,2025-03,1,0,0
1072,aakyildiz,20,2025-03-25,2025-03,20,0,0
1073,egonce,19,2025-03-25,2025-03,19,0,0
1074,hakdemir,17,2025-03-25,2025-03,15,2,0
1075,hkaragoz,27,2025-03-25,2025-03,27,0,0
1076,dcolor,64,2025-03-25,2025-03,0,64,0
1077,ekoksal,1,2025-03-25,2025-03,1,0,0
1078,iunlu,8,2025-03-25,2025-03,8,0,0
1079,bfirat,26,2025-03-25,2025-03,13,1,12
1080,mguray,13,2025-03-25,2025-03,13,0,0
1081,hbulut,10,2025-03-25,2025-03,10,0,0
1082,amasun,25,2025-03-25,2025-03,23,2,0
1083,ebalaban,29,2025-03-25,2025-03,29,0,0
1084,akamera,6,2025-03-25,2025-03,0,6,0
1085,gekim,80,2025-03-25,2025-03,0,80,0
1086,abarkod,11,2025-03-25,2025-03,11,0,0
1087,tcapkin,5,2025-03-25,2025-03,0,5,0
1088,ntanriverdi,9,2025-03-25,2025-03,0,9,0
1089,bkibar,2,2025-03-25,2025-03,0,2,0
1090,merkan,2,2025-03-25,2025-03,0,2,0
1091,nkorkmaz,7,2025-03-25,2025-03,5,2,0
1092,aayhan,88,2025-03-25,2025-03,7,80,1
1093,mkarabiyik,2,2025-03-25,2025-03,0,2,0
1094,MMUTLU,10,2025-03-25,2025-03,9,1,0
1095,ngogce,30,2025-03-25,2025-03,21,9,0
1096,gkenarli,4,2025-03-25,2025-03,4,0,0
1097,fimetin,402,2025-03-25,2025-03,402,0,0
1098,dnoic,41,2025-03-25,2025-03,33,0,8
1099,mkorucu,21,2025-03-25,2025-03,18,3,0
1100,gayilmaz,5,2025-03-25,2025-03,5,0,0
1101,ezyildiz,344,2025-03-25,2025-03,344,0,0
1102,tevirgen,5,2025-03-25,2025-03,3,2,0
1103,sulger,31,2025-03-25,2025-03,10,21,0
1104,ekaradavut,1,2025-03-25,2025-03,1,0,0
1105,ggirgin,18,2025-03-25,2025-03,15,3,0
1106,oasistan,17,2025-03-25,2025-03,10,7,0
1107,zyuksel,32,2025-03-26,2025-03,32,0,0
1108,amasun,163,2025-03-26,2025-03,163,0,0
1109,gekim,37,2025-03-26,2025-03,0,37,0
1110,gakca,4,2025-03-26,2025-03,3,1,0
1111,aapak,30,2025-03-26,2025-03,0,30,0
1112,mecigdem,3,2025-03-26,2025-03,2,1,0
1113,fgulsever,28,2025-03-26,2025-03,0,28,0
1114,mguder,2,2025-03-26,2025-03,2,0,0
1115,ihasdemir,1,2025-03-26,2025-03,1,0,0
1116,hakdemir,17,2025-03-26,2025-03,17,0,0
1117,fcolak,7,2025-03-26,2025-03,7,0,0
1118,mkarsiv,1,2025-03-26,2025-03,1,0,0
1119,egonce,14,2025-03-26,2025-03,14,0,0
1120,gbalvan,1,2025-03-26,2025-03,1,0,0
1121,dcolor,54,2025-03-26,2025-03,0,54,0
1122,hbulut,9,2025-03-26,2025-03,9,0,0
1123,bfirat,35,2025-03-26,2025-03,30,5,0
1124,ebalaban,47,2025-03-26,2025-03,47,0,0
1125,stjegitim,28,2025-03-26,2025-03,23,5,0
1126,ezyildiz,381,2025-03-26,2025-03,381,0,0
1127,ngogce,1,2025-03-26,2025-03,1,0,0
1128,oicoz,8,2025-03-26,2025-03,8,0,0
1129,vgemici,4,2025-03-26,2025-03,2,2,0
1130,tcapkin,1,2025-03-26,2025-03,0,1,0
1131,ntanriverdi,31,2025-03-26,2025-03,0,31,0
1132,nkorkmaz,6,2025-03-26,2025-03,6,0,0
1133,cer,2,2025-03-26,2025-03,2,0,0
1134,aayhan,253,2025-03-26,2025-03,42,211,0
1135,mkarabiyik,2,2025-03-26,2025-03,0,2,0
1136,mkofis,8,2025-03-26,2025-03,8,0,0
1137,obali,9,2025-03-26,2025-03,5,0,4
1138,dnoic,2,2025-03-26,2025-03,2,0,0
1139,fimetin,305,2025-03-26,2025-03,304,1,0
1140,gkenarli,12,2025-03-26,2025-03,12,0,0
1141,ggirgin,13,2025-03-26,2025-03,12,1,0
1142,ekaradavut,5,2025-03-26,2025-03,5,0,0
1143,ayyilmaz,8,2025-03-26,2025-03,8,0,0
1144,tevirgen,2,2025-03-26,2025-03,1,1,0
1145,oasistan,5,2025-03-26,2025-03,0,5,0
1146,gayilmaz,2,2025-03-26,2025-03,2,0,0
1147,MMUTLU,484,2025-03-26,2025-03,484,0,0
1148,mguder,26,2025-03-27,2025-03,26,0,0
1149,fgulsever,103,2025-03-27,2025-03,0,103,0
1150,mecigdem,1,2025-03-27,2025-03,0,1,0
1151,dayakta,1,2025-03-27,2025-03,1,0,0
1152,aapak,39,2025-03-27,2025-03,0,39,0
1153,nakilli,13,2025-03-27,2025-03,6,7,0
1154, modified by system 2025-04-29 10:29:20 4,5,2025-03-27,2025-03,5,0,0
1155,udalyan,121,2025-03-27,2025-03,121,0,0
1156,aildeniz,1,2025-03-27,2025-03,0,1,0
1157,hakdemir,4,2025-03-27,2025-03,2,2,0
1158,fcolak,136,2025-03-27,2025-03,24,112,0
1159,egonce,33,2025-03-27,2025-03,23,10,0
1160,mmollaoglu,1,2025-03-27,2025-03,0,1,0
1161,dcolor,55,2025-03-27,2025-03,0,55,0
1162,ekoksal,2,2025-03-27,2025-03,2,0,0
1163,hbulut,5,2025-03-27,2025-03,3,2,0
1164,bfirat,39,2025-03-27,2025-03,39,0,0
1165,gakca,10,2025-03-27,2025-03,6,4,0
1166,secitak,3,2025-03-27,2025-03,3,0,0
1167,gekim,120,2025-03-27,2025-03,0,120,0
1168,uunver,3,2025-03-27,2025-03,3,0,0
1169,amasun,75,2025-03-27,2025-03,75,0,0
1170,akamera,3,2025-03-27,2025-03,0,3,0
1171,ngogce,3,2025-03-27,2025-03,0,2,1
1172,abarkod,2,2025-03-27,2025-03,2,0,0
1173,vgemici,1,2025-03-27,2025-03,1,0,0
1174,tcapkin,4,2025-03-27,2025-03,0,4,0
1175,bbusta,1,2025-03-27,2025-03,1,0,0
1176,ntanriverdi,2,2025-03-27,2025-03,0,2,0
1177,eatansay,4,2025-03-27,2025-03,2,2,0
1178,fyilanci,2,2025-03-27,2025-03,0,2,0
1179,fbasak,3,2025-03-27,2025-03,3,0,0
1180,obali,1,2025-03-27,2025-03,0,1,0
1181,fimetin,282,2025-03-27,2025-03,277,5,0
1182,ggirgin,5,2025-03-27,2025-03,4,1,0
1183,mertan,8,2025-03-27,2025-03,8,0,0
1184,tevirgen,93,2025-03-27,2025-03,13,47,33
1185,oasistan,4,2025-03-27,2025-03,0,4,0
1186,dnoic,16,2025-03-27,2025-03,16,0,0
1187,ezyildiz,328,2025-03-27,2025-03,328,0,0
1188,ebalaban,25,2025-03-27,2025-03,25,0,0
1189,mkofis,3,2025-03-27,2025-03,3,0,0
1190,gakca,7,2025-03-28,2025-03,2,5,0
1191,amasun,5,2025-03-28,2025-03,5,0,0
1192,gcengelli,12,2025-03-28,2025-03,10,2,0
1193,udalyan,2,2025-03-28,2025-03,2,0,0
1194,bfirat,40,2025-03-28,2025-03,40,0,0
1195,eyuksel,13,2025-03-28,2025-03,11,2,0
1196,hakdemir,1,2025-03-28,2025-03,1,0,0
1197,dcolor,59,2025-03-28,2025-03,0,59,0
1198,ezyildiz,14,2025-03-28,2025-03,11,3,0
1199,zyuksel,31,2025-03-28,2025-03,31,0,0
1200,oicoz,5,2025-03-28,2025-03,1,4,0
1201,ebalaban,20,2025-03-28,2025-03,16,4,0
1202,eulsever,19,2025-03-28,2025-03,0,19,0
1203,gayilmaz,8,2025-03-28,2025-03,8,0,0
1204,akamera,17,2025-03-28,2025-03,11,6,0
1205,ngogce,47,2025-03-28,2025-03,35,1,11
1206,ntanriverdi,56,2025-03-28,2025-03,55,1,0
1207,mkarabiyik,4,2025-03-28,2025-03,0,4,0
1208,vgemici,1,2025-03-28,2025-03,1,0,0
1209,fimetin,89,2025-03-28,2025-03,86,3,0
1210,gkenarli,14,2025-03-28,2025-03,8,6,0
1211,ggirgin,108,2025-03-28,2025-03,99,9,0
1212,tevirgen,4,2025-03-28,2025-03,0,3,1
1213,obali,9,2025-03-28,2025-03,4,1,4
1214,dcolor,3,2025-03-29,2025-03,0,3,0
1215,BSOGUT,2,2025-04-01,2025-04,1,1,0
1216,mbayirli,18,2025-04-01,2025-04,18,0,0
1217,ierdil,3,2025-04-01,2025-04,3,0,0
1218,udalyan,1,2025-04-01,2025-04,1,0,0
1219,fgulsever,261,2025-04-01,2025-04,0,261,0
1220,gekim,50,2025-04-01,2025-04,0,50,0
1221,dnoic,8,2025-04-01,2025-04,8,0,0
1222,abarkod,11,2025-04-01,2025-04,11,0,0
1223,aapak,21,2025-04-01,2025-04,15,6,0
1224,aapak,1,2025-04-02,2025-04,0,1,0
1225,udalyan,4,2025-04-02,2025-04,1,2,1
1226,BSOGUT,1,2025-04-02,2025-04,0,1,0
1227,fgulsever,162,2025-04-02,2025-04,0,162,0
1228,ebadem,6,2025-04-02,2025-04,6,0,0
